,element,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
0,1,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-11,1167,0,11
1,2,8,1,True,2024-12-14T15:00:00Z,0,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,13.0,1.2,0,0.15,0.02,0.17,0.00,68,-855,98617,1732,2587
2,3,8,9,True,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,3,34,26.6,16.5,8.0,5.1,1,0.00,0.04,0.04,0.09,62,-266454,2403720,55731,322185
3,4,8,2,True,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,8,7.0,26.0,23.0,5.6,1,0.06,0.09,0.15,0.09,79,17625,1129192,65418,47793
4,5,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-76,3331,0,76
5,6,8,6,True,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,20,11.0,6.4,14.0,3.1,1,0.00,0.31,0.31,0.09,57,195691,763230,215861,20170
6,7,8,1,True,2024-12-14T15:00:00Z,0,0,16,28,0,0,0,0,0,0,0,0,0,0,0,9,3.6,4.5,0.0,0.8,0,0.00,0.02,0.02,0.00,47,455,26423,1388,933
7,8,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,8702,28525,9785,1083
8,9,8,3,True,2024-12-14T15:00:00Z,0,0,16,73,0,0,1,0,0,0,0,0,0,0,0,5,8.4,28.5,30.0,6.7,1,0.12,0.10,0.22,0.09,67,-19789,282283,12644,32433
9,12,8,1,True,2024-12-14T15:00:00Z,0,0,16,28,0,0,0,0,0,0,0,0,0,0,0,1,0.6,1.4,0.0,0.2,0,0.00,0.01,0.01,0.00,45,362,48746,4712,4350
10,13,8,3,True,2024-12-14T15:00:00Z,0,0,16,61,0,0,1,0,0,0,0,0,0,0,0,4,5.2,10.3,28.0,4.4,1,0.42,0.06,0.48,0.09,83,10359,675042,55270,44911
11,15,8,6,True,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,21,4.2,0.0,0.0,0.4,1,0.00,0.00,0.00,0.09,56,113869,3355857,157889,44020
12,16,8,3,True,2024-12-14T15:00:00Z,0,0,16,61,0,0,1,0,0,0,0,0,0,0,0,16,12.0,16.8,2.0,3.1,1,0.03,0.06,0.09,0.09,62,3370,282451,10773,7403
13,17,8,3,True,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,23,22.8,49.2,41.0,11.3,1,0.33,0.56,0.89,0.09,106,224729,4864361,303405,78676
14,18,8,6,True,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,26,24.4,2.6,6.0,3.3,1,0.00,0.04,0.04,0.09,62,473284,3238078,494228,20944
15,20,8,1,True,2024-12-14T15:00:00Z,0,0,16,21,0,0,0,0,0,0,0,0,0,0,0,12,7.0,2.2,2.0,1.1,0,0.00,0.02,0.02,0.00,50,-116,98275,5379,5495
16,21,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,260,3392,434,174
17,22,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-53,3830,24,77
18,23,8,1,True,2024-12-14T15:00:00Z,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,4,6.6,19.2,0.0,2.6,0,0.00,0.17,0.17,0.00,68,-2954,193572,10975,13929
19,24,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,61,-13911,275088,168,14079
20,25,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-5042,107660,1164,6206
21,73,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-2999,97192,502,3501
22,186,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,67,-1004,97466,393,1397
23,578,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-12334,140492,387,12721
24,597,8,3,True,2024-12-14T15:00:00Z,0,0,16,68,0,0,1,0,0,0,0,0,0,0,0,15,8.4,15.8,0.0,2.4,1,0.00,0.06,0.06,0.09,45,153,6237,424,271
25,633,8,3,True,2024-12-14T15:00:00Z,0,0,16,68,0,0,1,0,0,0,0,0,0,0,0,12,14.6,27.7,41.0,8.3,1,0.11,0.17,0.28,0.09,60,-436,7162,464,900
26,638,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-8,1433,43,51
27,639,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-36,4320,147,183
28,657,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-46,6941,330,376
29,658,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-56,5354,214,270
30,659,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-30,1474,81,111
31,662,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,20,3874,221,201
32,665,8,0,True,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-122,23421,2086,2208
33,28,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,-12301,91933,380,12681
34,29,16,1,False,2024-12-14T17:30:00Z,2,1,16,1,0,0,0,1,0,0,0,0,0,0,0,2,0.8,1.1,0.0,0.2,0,0.00,0.01,0.01,0.24,52,-492,33461,1001,1493
35,30,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-24,2116,0,24
36,31,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,52,-277,8496,88,365
37,32,16,1,False,2024-12-14T17:30:00Z,2,1,16,90,0,0,0,2,0,0,0,0,0,0,0,-3,11.2,13.2,33.0,5.7,1,0.03,0.42,0.45,1.78,44,-10705,156778,6026,16731
38,33,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-810,25143,0,810
39,34,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-11,1727,0,11
40,35,16,1,False,2024-12-14T17:30:00Z,2,1,16,90,0,0,0,2,0,0,0,0,0,0,0,9,25.6,0.8,0.0,2.6,1,0.00,0.02,0.02,1.78,45,2388,54846,4071,1683
41,36,16,2,False,2024-12-14T17:30:00Z,2,1,16,90,0,0,0,1,0,0,0,0,0,0,0,5,4.8,4.5,2.0,1.1,1,0.00,0.04,0.04,1.54,47,-86154,1036856,18379,104533
42,37,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-3,209,0,3
43,38,16,5,False,2024-12-14T17:30:00Z,2,1,16,73,1,0,1,0,0,0,0,1,0,0,0,21,23.2,2.7,30.0,5.6,1,0.08,0.01,0.09,0.98,58,19740,309812,31939,12199
44,39,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1237,86321,440,1677
45,40,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-844,57852,540,1384
46,41,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-18,2365,0,18
47,42,16,2,False,2024-12-14T17:30:00Z,2,1,16,90,0,0,0,1,0,0,0,0,0,0,0,16,16.2,6.3,0.0,2.3,1,0.00,0.02,0.02,1.54,50,99,2300,365,266
48,43,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-24,1023,0,24
49,44,16,1,False,2024-12-14T17:30:00Z,2,1,16,90,0,0,0,2,0,0,0,0,0,0,0,8,14.4,1.8,14.0,3.0,1,0.24,0.01,0.25,1.78,44,6470,869196,29717,23247
50,45,16,1,False,2024-12-14T17:30:00Z,2,1,16,1,0,0,0,1,0,0,0,0,0,0,0,-1,0.2,0.6,0.0,0.1,0,0.00,0.00,0.00,0.24,46,-3226,155541,1559,4785
51,46,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2,99,0,2
52,47,16,2,False,2024-12-14T17:30:00Z,2,1,16,90,0,0,0,2,0,0,0,0,0,4,0,11,32.6,0.0,0.0,3.3,1,0.00,0.00,0.00,1.78,50,306,1333079,42199,41893
53,48,16,6,False,2024-12-14T17:30:00Z,2,1,16,90,0,1,0,2,0,0,0,0,0,0,1,27,32.4,58.5,14.0,10.5,1,0.05,0.37,0.42,1.78,52,-824,86713,3048,3872
54,49,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-634,10612,691,1325
55,50,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-3853,97949,482,4335
56,51,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-476,13002,340,816
57,52,16,1,False,2024-12-14T17:30:00Z,2,1,16,90,0,0,0,2,0,0,0,0,0,0,0,8,17.6,3.3,0.0,2.1,1,0.00,0.02,0.02,1.78,44,-2588,161452,3924,6512
58,53,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1176,23797,57,1233
59,54,16,2,False,2024-12-14T17:30:00Z,2,1,16,90,0,0,0,2,0,0,0,0,0,0,0,7,4.8,12.9,17.0,3.5,1,0.02,0.06,0.08,1.78,54,-108680,2312518,54654,163334
60,55,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,91,0,0
61,56,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-158,6820,0,158
62,57,16,3,False,2024-12-14T17:30:00Z,2,1,16,73,0,0,1,0,0,0,0,0,0,0,0,11,10.8,17.4,0.0,2.8,1,0.00,0.13,0.13,0.98,55,-9388,125988,2387,11775
63,58,16,1,False,2024-12-14T17:30:00Z,2,1,16,16,0,0,0,2,0,0,0,0,0,0,0,3,0.4,2.4,2.0,0.5,0,0.00,0.01,0.01,0.80,90,-513333,2104430,17075,530408
64,233,16,1,False,2024-12-14T17:30:00Z,2,1,16,16,0,0,0,2,0,0,0,0,0,0,0,3,4.0,0.9,0.0,0.5,0,0.00,0.00,0.00,0.80,49,-14943,323940,1851,16794
65,569,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-57,4920,190,247
66,598,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-912,31906,364,1276
67,640,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-92,7909,170,262
68,641,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1459,74296,361,1820
69,656,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-126,26400,1818,1944
70,679,16,0,False,2024-12-14T17:30:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,27,496,120,93
71,59,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-125,18623,464,589
72,60,19,1,True,2024-12-16T20:00:00Z,1,1,16,22,0,0,0,1,0,0,0,0,0,0,0,-2,0.2,2.1,4.0,0.6,0,0.04,0.01,0.05,1.15,49,-4,2377,306,310
73,61,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-419,13205,0,419
74,62,19,1,True,2024-12-16T20:00:00Z,1,1,16,22,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.3,8.0,0.3,0,0.07,0.01,0.08,1.15,49,424,2745,621,197
75,63,19,3,True,2024-12-16T20:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,1,29,35.0,69.1,43.0,14.7,1,0.25,0.38,0.63,2.18,49,-312,14535,452,764
76,64,19,2,True,2024-12-16T20:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,14,21.0,29.3,0.0,5.0,1,0.00,0.05,0.05,2.18,50,-1372,22055,783,2155
77,65,19,8,True,2024-12-16T20:00:00Z,1,1,16,10,1,0,0,1,0,0,0,0,0,0,3,30,33.0,0.0,9.0,4.2,0,0.09,0.00,0.09,0.93,54,3986,10737,4818,832
78,66,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-4,616,0,4
79,67,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-173,6048,0,173
80,68,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,5416,47206,6964,1548
81,69,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4470,113128,0,4470
82,70,19,2,True,2024-12-16T20:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,11,18.4,29.2,9.0,5.7,1,0.03,0.03,0.06,2.18,46,137410,633629,153269,15859
83,71,19,3,True,2024-12-16T20:00:00Z,1,1,16,79,0,0,1,0,0,0,0,0,0,0,0,7,5.8,3.4,14.0,2.3,1,0.10,0.03,0.13,1.25,55,42557,514472,95025,52468
84,72,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-48,3103,0,48
85,74,19,2,True,2024-12-16T20:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,12,39.8,40.4,63.0,14.3,1,0.38,0.15,0.53,2.18,50,2078,5129,2343,265
86,75,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-56,2685,0,56
87,76,19,1,True,2024-12-16T20:00:00Z,1,1,16,10,0,0,0,1,0,0,0,0,0,0,0,5,5.4,20.5,7.0,3.3,0,0.31,0.03,0.34,0.93,48,-30,5245,190,220
88,77,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-75,3262,21,96
89,78,19,3,True,2024-12-16T20:00:00Z,1,1,16,67,0,0,1,0,0,0,0,0,0,0,0,8,8.8,12.9,56.0,7.8,1,0.39,0.06,0.45,1.03,57,-23503,748265,43722,67225
90,79,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-13877,51121,41,13918
91,80,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-837,15149,21,858
92,81,19,6,True,2024-12-16T20:00:00Z,1,1,16,67,0,0,1,0,0,0,0,0,0,0,0,18,4.8,1.7,2.0,0.9,1,0.00,0.00,0.00,1.03,45,479,24425,1819,1340
93,83,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-9882,35916,1973,11855
94,84,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-377,16674,423,800
95,85,19,2,True,2024-12-16T20:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,10,19.8,0.9,7.0,2.8,1,0.12,0.00,0.12,2.18,44,5932,47467,7812,1880
96,152,19,2,True,2024-12-16T20:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,2,0,12,20.4,0.0,0.0,2.0,1,0.00,0.00,0.00,2.18,45,15654,109112,21209,5555
97,580,19,2,True,2024-12-16T20:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,11,23.6,13.8,2.0,3.9,1,0.00,0.01,0.01,2.18,43,37382,71624,40226,2844
98,592,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-690,16205,21,711
99,599,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-560,40555,361,921
100,617,19,2,True,2024-12-16T20:00:00Z,1,1,16,79,0,0,1,0,0,0,0,0,0,0,0,13,7.4,32.7,46.0,8.6,1,0.13,0.31,0.44,1.25,61,-1149,505756,51426,52575
101,680,19,0,True,2024-12-16T20:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,283,1401,427,144
102,86,6,1,False,2024-12-15T19:00:00Z,2,1,16,14,0,0,0,1,0,0,0,0,0,0,0,4,4.4,14.3,2.0,2.1,0,0.00,0.19,0.19,0.20,44,-192,22297,323,515
103,87,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-166,8261,145,311
104,88,6,1,False,2024-12-15T19:00:00Z,2,1,16,90,0,0,0,2,0,0,0,0,0,0,0,9,14.4,13.8,2.0,3.0,1,0.00,0.22,0.22,2.23,45,7780,267420,24620,16840
105,89,6,2,False,2024-12-15T19:00:00Z,2,1,16,62,0,0,0,1,0,0,0,0,0,0,0,5,8.6,3.3,5.0,1.7,1,0.15,0.01,0.16,1.87,50,-9756,147611,14311,24067
106,90,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-5,446,7,12
107,91,6,3,False,2024-12-15T19:00:00Z,2,1,16,90,0,0,0,2,0,0,0,0,0,6,0,13,42.4,0.0,0.0,4.2,1,0.00,0.00,0.00,2.23,45,-33541,1250004,23808,57349
108,92,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-79,2962,12,91
109,93,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-11,1361,20,31
110,94,6,0,False,2024-12-15T19:00:00Z,2,1,16,27,0,0,0,1,0,0,0,1,0,0,0,4,2.4,14.0,7.0,2.3,0,0.08,0.50,0.58,0.36,49,-17131,50625,242,17373
111,95,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-329,6737,22,351
112,96,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,73,45250,1915,1842
113,97,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-235,7307,116,351
114,98,6,2,False,2024-12-15T19:00:00Z,2,1,16,85,0,0,0,2,0,0,0,0,0,0,0,11,15.8,1.1,7.0,2.4,1,0.03,0.00,0.03,2.09,50,-1025,9423,189,1214
115,99,6,9,False,2024-12-15T19:00:00Z,2,1,16,90,1,0,0,2,0,0,0,0,0,0,2,27,47.4,15.4,42.0,10.5,1,0.53,0.07,0.60,2.23,76,-156097,3025833,121374,277471
116,100,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-625,43863,1086,1711
117,101,6,2,False,2024-12-15T19:00:00Z,2,1,16,90,0,0,0,2,0,0,0,0,0,0,0,13,14.4,2.7,21.0,3.8,1,0.32,0.02,0.34,2.23,48,1510,19507,2915,1405
118,102,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-15,1564,0,15
119,103,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-39,1857,0,39
120,104,6,1,False,2024-12-15T19:00:00Z,2,1,16,90,0,0,0,2,0,0,0,0,0,0,0,11,26.2,0.3,4.0,3.1,1,0.00,0.02,0.02,2.23,45,-12999,103588,1738,14737
121,105,6,2,False,2024-12-15T19:00:00Z,2,1,16,75,0,0,0,1,0,0,0,0,0,0,0,6,17.4,25.0,2.0,4.4,1,0.00,0.20,0.20,2.03,43,-311,8836,135,446
122,106,6,3,False,2024-12-15T19:00:00Z,2,1,16,14,0,1,0,1,0,0,0,1,0,0,0,13,16.8,13.8,7.0,3.8,0,0.04,0.16,0.20,0.20,51,25889,79148,35567,9678
123,107,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,174,3509,514,340
124,108,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,73,-1039,134559,0,1039
125,109,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,365,307512,6416,6051
126,110,6,2,False,2024-12-15T19:00:00Z,2,1,16,75,0,0,0,1,0,0,0,0,0,0,0,7,2.6,1.8,4.0,0.8,1,0.00,0.01,0.01,2.03,62,40634,1108600,130103,89469
127,111,6,2,False,2024-12-15T19:00:00Z,2,1,16,74,0,0,0,1,0,0,0,0,0,0,0,16,10.0,2.4,0.0,1.2,1,0.00,0.01,0.01,2.03,44,8375,377500,31986,23611
128,112,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-20,1323,0,20
129,314,6,1,False,2024-12-15T19:00:00Z,2,1,16,15,0,0,0,1,0,0,0,0,0,0,0,-2,0.0,0.5,9.0,0.7,0,0.48,0.01,0.49,0.20,47,-3517,75670,3022,6539
130,338,6,1,False,2024-12-15T19:00:00Z,2,1,16,90,0,0,0,2,0,0,0,0,0,0,0,7,36.4,0.4,0.0,3.7,1,0.00,0.00,0.00,2.23,41,-786,400271,19196,19982
131,602,6,0,False,2024-12-15T19:00:00Z,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-87,5127,63,150
