,element,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
264,224,1,3,False,2024-12-14T15:00:00Z,0,0,16,65,0,0,1,0,0,0,0,0,0,0,0,6,5.2,0.3,0.0,0.6,1,0.00,0.00,0.00,1.07,52,-497,12116,173,670
265,225,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-599,20869,0,599
266,226,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-2903,47372,279,3182
267,227,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,24951,74802,27051,2100
268,228,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-92372,712504,7232,99604
269,229,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-672,31453,0,672
270,230,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-54629,438908,12537,67166
271,231,1,7,False,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,1,27,17.0,0.3,2.0,1.9,1,0.00,0.01,0.01,1.22,43,7412,454545,37663,30251
272,232,1,2,False,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,12,16.8,1.0,0.0,1.8,1,0.00,0.01,0.01,1.22,54,-4314,67659,4020,8334
273,234,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,32,1922,98,66
274,235,1,8,False,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,1,0,5,2,30,44.4,0.0,0.0,4.4,1,0.00,0.00,0.00,1.22,49,-35766,1031166,17574,53340
275,236,1,6,False,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,23,31.0,0.8,6.0,3.8,1,0.00,0.07,0.07,1.22,48,-6187,169377,6679,12866
276,237,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,63,1424,238,175
277,238,1,5,False,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,1,0,0,0,19,19.0,0.6,0.0,2.0,1,0.00,0.00,0.00,1.22,46,65122,318491,81751,16629
278,577,1,1,False,2024-12-14T15:00:00Z,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0,9,7.0,4.0,0.0,1.1,0,0.00,0.01,0.01,0.15,51,-193,6516,66,259
279,582,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,46,-307,16465,162,469
280,603,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-312,21191,803,1115
281,614,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-6,481,0,6
282,624,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-212,27988,656,868
283,627,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,250,9027,769,519
284,651,1,3,False,2024-12-14T15:00:00Z,0,0,16,90,0,0,1,0,0,0,0,0,0,0,0,7,6.6,11.0,4.0,2.2,1,0.00,0.01,0.01,1.22,50,22,1788,194,172
285,678,1,0,False,2024-12-14T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,168,705,298,130
286,10,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-1148,7967,36,1184
287,19,12,1,False,2024-12-14T15:00:00Z,2,2,16,21,0,0,0,1,0,0,0,0,0,0,0,4,4.2,10.3,0.0,1.5,0,0.00,0.02,0.02,0.94,55,-288946,2026653,15527,304473
288,191,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-46066,472407,693,46759
289,239,12,1,False,2024-12-14T15:00:00Z,2,2,16,3,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.0,17.0,2.0,0,0.06,0.00,0.06,0.44,48,-15011,211735,8229,23240
290,240,12,6,False,2024-12-14T15:00:00Z,2,2,16,68,1,0,0,1,0,0,0,1,0,0,0,22,36.0,12.1,39.0,8.7,1,0.13,0.09,0.22,1.19,50,-7978,123736,842,8820
291,241,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5890,40961,501,6391
292,242,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-321,45898,579,900
293,243,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-143,2950,31,174
294,244,12,1,False,2024-12-14T15:00:00Z,2,2,16,35,0,0,0,1,0,0,0,0,0,0,0,2,5.8,0.3,0.0,0.6,0,0.00,0.00,0.00,1.05,42,-1242,74408,951,2193
295,245,12,0,False,2024-12-14T15:00:00Z,2,2,16,90,0,0,0,2,0,0,0,1,0,0,0,2,20.2,0.2,0.0,2.0,1,0.00,0.00,0.00,2.13,44,74,23987,708,634
296,246,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4,463,0,4
297,247,12,2,False,2024-12-14T15:00:00Z,2,2,16,90,0,0,0,2,0,0,0,0,0,0,0,12,12.2,17.2,10.0,3.9,1,0.08,0.06,0.14,2.13,57,66387,451874,99121,32734
298,248,12,1,False,2024-12-14T15:00:00Z,2,2,16,90,0,0,0,2,0,0,0,0,0,2,0,6,25.2,0.0,0.0,2.5,1,0.00,0.00,0.00,2.13,50,-7334,251337,5432,12766
299,249,12,2,False,2024-12-14T15:00:00Z,2,2,16,90,0,0,0,2,0,0,0,0,0,0,0,12,19.0,21.4,3.0,4.3,1,0.05,0.01,0.06,2.13,48,67,4175,145,78
300,250,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-461,19124,0,461
301,251,12,7,False,2024-12-14T15:00:00Z,2,2,16,22,1,0,0,1,0,0,0,0,0,0,2,28,33.2,1.0,33.0,6.7,0,0.28,0.00,0.28,0.94,55,-5416,161405,1318,6734
302,252,12,2,False,2024-12-14T15:00:00Z,2,2,16,67,0,0,0,1,0,0,0,0,0,0,0,3,1.2,0.8,6.0,0.8,1,0.00,0.00,0.00,1.19,55,-20600,535293,31482,52082
303,253,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-3,610,0,3
304,254,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-102,3072,23,125
305,255,12,6,False,2024-12-14T15:00:00Z,2,2,16,90,0,2,0,2,0,0,0,1,0,0,0,27,66.0,53.3,4.0,12.3,1,0.00,0.52,0.52,2.13,47,-47397,1626424,31183,78580
306,256,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-63,4378,0,63
307,257,12,1,False,2024-12-14T15:00:00Z,2,2,16,54,0,0,0,1,0,0,0,0,0,0,0,0,7.0,0.2,0.0,0.7,1,0.00,0.00,0.00,1.08,45,1616,44432,3458,1842
308,258,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-182,34746,1317,1499
309,259,12,2,False,2024-12-14T15:00:00Z,2,2,16,86,0,0,0,2,0,0,0,0,0,0,0,4,0.0,13.1,16.0,2.6,1,0.62,0.02,0.64,1.68,52,-5814,36712,727,6541
310,579,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-140,12402,239,379
311,586,12,1,False,2024-12-14T15:00:00Z,2,2,16,90,0,0,0,2,0,0,0,0,0,0,0,10,20.4,0.0,0.0,2.0,1,0.00,0.00,0.00,2.13,44,10,4282,68,58
312,604,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-56,9581,351,407
313,605,12,0,False,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,66,3765,238,172
314,622,12,1,False,2024-12-14T15:00:00Z,2,2,16,90,0,0,0,2,0,0,0,1,0,0,0,13,9.6,1.3,0.0,1.1,1,0.00,0.01,0.01,2.13,50,71,2682,228,157
315,260,20,1,False,2024-12-14T15:00:00Z,1,2,16,6,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,6.0,0.5,0,0.06,0.00,0.06,0.37,48,703,34981,2767,2064
316,261,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-37,1799,0,37
317,262,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,26,1055,70,44
318,263,20,2,False,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,17,39.8,0.4,2.0,4.2,1,0.00,0.00,0.00,1.27,40,13717,272678,20315,6598
319,264,20,2,False,2024-12-14T15:00:00Z,1,2,16,83,0,0,0,1,0,0,0,0,0,0,0,12,9.8,16.7,21.0,4.8,1,0.03,0.43,0.46,0.90,48,217,4667,529,312
320,265,20,5,False,2024-12-14T15:00:00Z,1,2,16,74,0,1,0,1,0,0,0,0,0,0,0,15,0.0,5.1,7.0,1.1,1,0.19,0.01,0.20,0.52,51,806,11726,1184,378
321,266,20,1,False,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,1,0,0,0,1,0,0,0,6,16.4,11.3,0.0,2.8,1,0.00,0.03,0.03,1.27,40,670,8270,1211,541
322,267,20,2,False,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,9,11.4,6.5,15.0,3.3,1,0.04,0.05,0.09,1.27,45,-10177,278022,7508,17685
323,268,20,1,False,2024-12-14T15:00:00Z,1,2,16,83,0,0,0,1,0,0,0,1,0,0,0,3,2.6,16.4,10.0,2.9,1,0.33,0.47,0.80,0.90,56,-51326,516688,22470,73796
324,269,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-161,7677,0,161
325,270,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-9556,409301,5984,15540
326,271,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-10,958,0,10
327,272,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-185,3085,113,298
328,273,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-47,1529,0,47
329,274,20,2,False,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,19,14.6,24.4,28.0,6.7,1,0.38,0.04,0.42,1.27,52,-379,42357,4088,4467
330,275,20,1,False,2024-12-14T15:00:00Z,1,2,16,6,0,0,0,0,0,0,0,0,0,0,0,4,2.6,0.0,0.0,0.3,0,0.00,0.00,0.00,0.37,39,26646,227925,32443,5797
331,276,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2232,60667,0,2232
332,277,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,941,32378,2384,1443
333,278,20,2,False,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,12,14.2,13.3,2.0,3.0,1,0.00,0.02,0.02,1.27,49,149,23046,1990,1841
334,279,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-7,461,0,7
335,280,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-171,71906,1185,1356
336,281,20,6,False,2024-12-14T15:00:00Z,1,2,16,15,1,0,0,0,0,0,0,1,0,0,1,21,34.6,0.8,17.0,5.2,0,0.11,0.01,0.12,0.75,48,52,2628,128,76
337,282,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-16530,211649,444,16974
338,283,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-82,18499,350,432
339,284,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-3255,168254,510,3765
340,359,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-19,6076,181,200
341,568,20,5,False,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,5,2,23,42.8,0.0,0.0,4.3,1,0.00,0.00,0.00,1.27,44,1621,123966,7178,5557
342,583,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-404,42128,682,1086
343,611,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-2722,40076,3680,6402
344,619,20,2,False,2024-12-14T15:00:00Z,1,2,16,74,0,0,0,1,0,0,0,0,0,0,0,19,10.6,12.4,0.0,2.3,1,0.00,0.02,0.02,0.52,45,1040,12861,2199,1159
345,630,20,2,False,2024-12-14T15:00:00Z,1,2,16,90,0,0,0,1,0,0,0,0,0,0,0,8,14.8,0.4,4.0,1.9,1,0.00,0.00,0.00,1.27,40,27596,205314,35740,8144
346,631,20,4,False,2024-12-14T15:00:00Z,1,2,16,15,0,1,0,0,0,0,0,0,0,0,0,12,21.0,15.1,6.0,4.2,0,0.04,0.09,0.13,0.75,55,-100,4354,221,321
347,632,20,0,False,2024-12-14T15:00:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,5,922,47,42
348,117,15,1,False,2024-12-14T15:00:00Z,4,0,16,31,0,0,0,1,0,0,0,0,0,0,0,-1,1.0,1.0,0.0,0.2,0,0.00,0.00,0.00,0.51,50,-10313,123310,6684,16997
349,192,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,52,-1009,24690,1170,2179
350,198,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,51,-404,25873,987,1391
351,285,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-7041,48318,2087,9128
352,286,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1406,44015,0,1406
353,287,15,1,False,2024-12-14T15:00:00Z,4,0,16,58,0,0,0,3,0,0,0,0,0,0,0,9,10.0,12.3,0.0,2.2,1,0.00,0.02,0.02,3.28,43,51137,126470,60747,9610
354,288,15,0,False,2024-12-14T15:00:00Z,4,0,16,90,0,0,0,4,0,0,0,0,0,0,0,-7,15.4,4.7,0.0,2.0,1,0.00,0.00,0.00,3.79,40,3863,41755,5368,1505
355,289,15,1,False,2024-12-14T15:00:00Z,4,0,16,31,0,0,0,1,0,0,0,0,0,0,0,1,10.0,0.0,0.0,1.0,0,0.00,0.00,0.00,0.51,48,17914,75670,26195,8281
356,290,15,1,False,2024-12-14T15:00:00Z,4,0,16,8,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.1,0.0,0.1,0,0.00,0.00,0.00,0.16,52,1930,8662,2278,348
357,291,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-41305,1160143,17228,58533
358,292,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-885,26794,810,1695
359,293,15,2,False,2024-12-14T15:00:00Z,4,0,16,45,0,0,0,1,0,0,0,0,0,4,0,8,24.2,0.0,0.0,2.4,1,0.00,0.00,0.00,1.50,45,-621,88223,3986,4607
360,294,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-642,60385,600,1242
361,295,15,0,False,2024-12-14T15:00:00Z,4,0,16,90,0,0,0,4,0,0,0,0,0,0,0,-4,25.0,13.8,0.0,3.9,1,0.00,0.11,0.11,3.79,44,-24924,283504,3599,28523
362,296,15,0,False,2024-12-14T15:00:00Z,4,0,16,90,0,0,0,4,0,0,0,0,0,0,0,-9,18.2,5.3,0.0,2.4,1,0.00,0.02,0.02,3.79,45,188,14409,958,770
363,297,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-35,1630,0,35
364,298,15,1,False,2024-12-14T15:00:00Z,4,0,16,58,0,0,0,3,0,0,0,0,0,0,0,5,1.4,4.3,2.0,0.8,1,0.00,0.03,0.03,3.28,52,-4237,44395,626,4863
365,299,15,2,False,2024-12-14T15:00:00Z,4,0,16,90,0,0,0,4,0,0,0,0,0,0,0,8,4.8,2.3,23.0,3.0,1,0.05,0.03,0.08,3.79,47,1115,8276,1933,818
366,300,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-5901,31425,274,6175
367,301,15,0,False,2024-12-14T15:00:00Z,4,0,16,31,0,0,0,1,0,0,0,1,0,0,0,-2,3.8,0.1,0.0,0.4,0,0.00,0.00,0.00,0.51,40,-4453,110430,2638,7091
368,302,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-377,9463,84,461
369,303,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-27,982,0,27
370,304,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,55,4399,188,133
371,305,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,15183,192504,22589,7406
372,306,15,1,False,2024-12-14T15:00:00Z,4,0,16,58,0,0,0,3,0,0,0,0,0,0,0,4,1.6,0.7,7.0,0.9,1,0.06,0.00,0.06,3.28,56,140431,996695,172700,32269
373,307,15,-1,False,2024-12-14T15:00:00Z,4,0,16,90,0,0,0,4,0,0,0,1,0,0,0,-1,30.6,2.6,2.0,3.5,1,0.00,0.01,0.01,3.79,40,-808,194486,4052,4860
374,308,15,1,False,2024-12-14T15:00:00Z,4,0,16,45,0,0,0,3,0,0,0,0,0,3,0,-1,22.8,0.0,0.0,2.3,0,0.00,0.00,0.00,2.29,40,-2930,218549,1339,4269
375,309,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-91064,824254,1985,93049
376,501,15,1,False,2024-12-14T15:00:00Z,4,0,16,90,0,0,0,4,0,0,0,1,0,0,0,7,0.2,9.4,4.0,1.4,1,0.02,0.01,0.03,3.79,48,-18,4477,139,157
377,570,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,52,-1204,23383,64,1268
378,606,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-78,10038,317,395
379,616,15,0,False,2024-12-14T15:00:00Z,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-39,2181,0,39
380,635,15,2,False,2024-12-14T15:00:00Z,4,0,16,81,0,0,0,4,0,0,0,0,0,0,0,14,14.6,12.2,4.0,3.1,1,0.05,0.10,0.15,3.63,48,4026,29936,8517,4491
381,310,9,1,True,2024-12-14T15:00:00Z,2,2,16,90,0,0,0,2,0,0,0,0,0,1,0,9,13.0,0.0,0.0,1.3,1,0.00,0.00,0.00,1.22,54,69073,594090,80451,11378
382,311,9,1,True,2024-12-14T15:00:00Z,2,2,16,78,0,0,0,2,0,0,0,0,0,0,0,7,20.0,17.3,0.0,3.7,1,0.00,0.08,0.08,1.16,70,139450,2422815,179619,40169
383,312,9,0,True,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-139,4260,0,139
384,313,9,0,True,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-4157,29281,82,4239
385,315,9,0,True,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-28,1610,0,28
386,316,9,3,True,2024-12-14T15:00:00Z,2,2,16,20,0,1,0,1,0,0,0,1,0,0,0,14,15.2,11.1,8.0,3.4,0,0.11,0.02,0.13,0.35,71,-7540,236480,5805,13345
387,317,9,8,True,2024-12-14T15:00:00Z,2,2,16,11,1,0,0,0,0,0,0,0,0,0,2,28,41.8,22.4,30.0,9.4,0,0.38,0.22,0.60,0.06,72,-6904,290892,1269,8173
388,318,9,0,True,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-47,1914,0,47
389,319,9,1,True,2024-12-14T15:00:00Z,2,2,16,11,0,0,0,0,0,0,0,0,0,0,0,4,7.8,29.8,4.0,4.2,0,0.04,0.07,0.11,0.06,52,32,24096,445,413
390,320,9,0,True,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-226,15014,361,587
391,321,9,9,True,2024-12-14T15:00:00Z,2,2,16,69,1,0,0,1,0,0,0,0,0,0,3,37,45.6,12.4,69.0,12.7,1,0.58,0.01,0.59,0.88,71,5546,301531,25364,19818
392,322,9,1,True,2024-12-14T15:00:00Z,2,2,16,90,0,0,0,2,0,0,0,0,0,0,0,4,18.0,4.5,4.0,2.7,1,0.03,0.02,0.05,1.22,49,36096,228884,43756,7660
393,323,9,2,True,2024-12-14T15:00:00Z,2,2,16,90,0,0,0,2,0,0,0,0,0,0,0,14,20.8,3.4,0.0,2.4,1,0.00,0.06,0.06,1.22,50,-2790,96879,5298,8088
394,324,9,1,True,2024-12-14T15:00:00Z,2,2,16,69,0,0,0,1,0,0,0,1,0,0,0,9,0.8,4.4,7.0,1.2,1,0.04,0.02,0.06,0.88,53,2712,74118,10423,7711
395,325,9,0,True,2024-12-14T15:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,46,-21886,517243,74419,96305
